id,filename,class,nn1
10276,TRAIN_480_a_131897783909221638L,a,train
10277,TRAIN_2652_a_131897825024909317L,a,train
10278,TRAIN_2537_b_131897823357008118L,b,train
10279,TRAIN_5853_p_131897871330238089L,p,train
10280,TRAIN_4188_f_131897847094325979L,f,train
10281,TRAIN_3243_f_131897833523013905L,f,train
10282,VALID_2745_p_131897818150144756L,p,test
10283,TRAIN_5899_p_131897871986518191L,p,train
10284,VALID_4387_f_131897849992264933L,f,test
10285,TRAIN_1223_p_131897804534744162L,p,train
10286,TRAIN_3741_b_131897833381381346L,b,train
10287,TRAIN_5049_b_131897859643002675L,b,train
10288,TRAIN_3644_a_131897839252020611L,a,train
10289,VALID_1583_a_131897809725915925L,a,test
10290,TRAIN_5735_p_131897869615315820L,p,train
10291,VALID_3648_p_131897831951908922L,p,test
10292,TRAIN_5606_a_131897867752579365L,a,train
10293,VALID_3983_a_131897837168980611L,a,test
10294,VALID_219_b_131897779995545288L,b,test
10295,VALID_1390_p_131897797507501897L,p,test
10296,TRAIN_407_f_131897782791341754L,f,train
10297,TRAIN_2908_b_131897828683687171L,b,train
10298,VALID_500_p_131897784215793289L,p,test
10299,TRAIN_4991_f_131897852849995377L,f,train
10300,TRAIN_4676_f_131897854176201935L,f,train
10301,VALID_4388_f_131897850008516910L,f,test
10302,VALID_2775_f_131897826796874177L,f,test
10303,TRAIN_1005_a_131897801424132550L,a,train
10304,TRAIN_1491_f_131897799049035108L,f,train
10305,TRAIN_936_a_131897790634967047L,a,train
10306,VALID_239_p_131897780297041592L,p,test
10307,TRAIN_5431_b_131897865253560542L,b,train
10308,TRAIN_4623_f_131897847148854739L,f,train
10309,TRAIN_3933_p_131897836395031655L,p,train
10310,TRAIN_1948_a_131897806047998533L,a,train
10311,TRAIN_4425_p_131897844086125551L,p,train
10312,TEST_2855_a_131897827929428790L,a,valid
10313,VALID_688_p_131897786967953933L,p,test
10314,TRAIN_1578_a_131897809654193922L,a,train
10315,TRAIN_4625_a_131897853436010864L,a,train
10316,TRAIN_2647_p_131897816652664067L,p,train
10317,TRAIN_1324_f_131897805977620468L,f,train
10318,TRAIN_1847_f_131897804465349089L,f,train
10319,TRAIN_3486_a_131897829455516761L,a,train
10320,VALID_5378_f_131897858883580848L,f,test
10321,TEST_1863_f_131897804721700290L,f,valid
10322,TRAIN_2684_a_131897825496340401L,a,train
10323,TEST_5037_a_131897859463619952L,a,valid
10324,TRAIN_2689_a_131897817276420528L,a,train
10325,TRAIN_5482_f_131897866016562499L,f,train
10326,VALID_5745_a_131897864481490501L,a,test
10327,TRAIN_1421_a_131897797989114809L,a,train
10328,TRAIN_3012_a_131897830199547595L,a,train
10329,VALID_1016_p_131897791776989374L,p,test
10330,TRAIN_5845_f_131897866050034059L,f,train
10331,TRAIN_3671_a_131897832292532398L,a,train
10332,TRAIN_3494_p_131897829577369101L,p,train
10333,TRAIN_2197_p_131897818420525165L,p,train
10334,TEST_1175_p_131897794120658619L,p,valid
10335,TRAIN_4992_a_131897852862065272L,a,train
10336,TRAIN_2533_b_131897814907375589L,b,train
10337,TRAIN_5981_p_131897868176878955L,p,train
10338,TRAIN_5807_b_131897865454472512L,b,train
10339,TRAIN_4451_b_131897850893086013L,b,train
10340,VALID_3395_f_131897835693430583L,f,test
10341,TRAIN_4236_p_131897841152230807L,p,train
10342,VALID_4004_a_131897844429524040L,a,test
10343,VALID_2866_b_131897820018431233L,b,test
10344,TRAIN_1469_f_131897798714150328L,f,train
10345,TRAIN_5089_p_131897860229123210L,p,train
10346,VALID_4_b_131897787874138777L,b,test
10347,VALID_3873_f_131897842566160888L,f,test
10348,TRAIN_5943_p_131897872610299632L,p,train
10349,VALID_4260_a_131897848151716115L,a,test
10350,TRAIN_2685_p_131897825510403443L,p,train
10351,TRAIN_3462_b_131897836611749743L,b,train
10352,VALID_5923_p_131897867265793360L,p,test
10353,TRAIN_4546_f_131897852300491033L,f,train
10354,TEST_2349_p_131897820644840042L,p,valid
10355,TRAIN_5171_a_131897861401827653L,a,train
10356,VALID_5852_a_131897866167008099L,a,test
10357,VALID_1569_p_131897800238961269L,p,test
10358,TRAIN_4805_a_131897849988392958L,a,train
10359,VALID_4579_p_131897852771136247L,p,test
10360,TRAIN_3422_p_131897828442000612L,p,train
10361,TEST_4538_p_131897852187359516L,p,valid
10362,TRAIN_1142_f_131897803389534554L,f,train
10363,TRAIN_2104_p_131897808380869113L,p,train
10364,TRAIN_5566_f_131897861775933127L,f,train
10365,TRAIN_5876_a_131897871667910880L,a,train
10366,VALID_3308_f_131897826715366551L,f,test
10367,TRAIN_1406_p_131897807137047465L,p,train
10368,TRAIN_4013_b_131897837638330699L,b,train
10369,TRAIN_162_b_131897779186452025L,b,train
10370,VALID_2460_b_131897822260852201L,b,test
10371,TRAIN_737_p_131897787694227500L,p,train
10372,VALID_3745_p_131897833436732071L,p,test
10373,TRAIN_390_b_131897792975629924L,b,train
10374,TRAIN_146_a_131897778955897757L,a,train
10375,TRAIN_2483_b_131897822585710916L,b,train
10376,TRAIN_4191_p_131897847135576926L,p,train
10377,TRAIN_836_b_131897789172560930L,b,train
10378,VALID_5344_p_131897858374061365L,p,test
10379,VALID_1775_p_131897803372428863L,p,test
10380,TRAIN_1497_b_131897799143851050L,b,train
10381,TRAIN_4441_f_131897850763080428L,f,train
10382,TRAIN_3100_f_131897831459306224L,f,train
10383,TEST_2597_b_131897815893459413L,b,valid
10384,TRAIN_2044_p_131897816212143636L,p,train
10385,TEST_1891_f_131897814065332350L,f,valid
10386,TRAIN_4005_f_131897844442336668L,f,train
10387,TRAIN_638_b_131897796346401749L,b,train
10388,TEST_4148_b_131897846507741264L,b,valid
10389,TRAIN_2038_f_131897807395674243L,f,train
10390,VALID_3876_p_131897842609756952L,p,test
10391,TRAIN_1211_b_131897804358329383L,b,train
10392,TRAIN_437_f_131897793618002147L,f,train
10393,TRAIN_4240_b_131897847858890577L,b,train
10394,VALID_4591_p_131897852943020186L,p,test
10395,VALID_469_p_131897783752963612L,p,test
10396,VALID_3800_b_131897834291945828L,b,test
10397,TRAIN_1156_b_131897793850373984L,b,train
10398,TRAIN_4966_p_131897858438884157L,p,train
10399,TEST_2674_p_131897825344613779L,p,valid
10400,TRAIN_1406_p_131897797750479097L,p,train
10401,VALID_4547_f_131897845977765887L,f,test
10402,TRAIN_5945_p_131897872638894834L,p,train
10403,TRAIN_3752_a_131897840838409751L,a,train
10404,TRAIN_4739_a_131897855081396064L,a,train
10405,TRAIN_2092_b_131897816899050181L,b,train
10406,TRAIN_566_a_131897785188669916L,a,train
10407,TRAIN_5129_b_131897854979271956L,b,train
10408,TRAIN_754_b_131897797927723733L,b,train
10409,VALID_1874_f_131897804888875361L,f,test
10410,TEST_4553_b_131897846059786311L,b,valid
10411,TRAIN_642_a_131897786285939482L,a,train
10412,VALID_1842_a_131897804392946523L,a,test
10413,TRAIN_5134_a_131897860873992083L,a,train
10414,TRAIN_1782_f_131897803476442510L,f,train
10415,TEST_4404_a_131897850230557100L,a,valid
10416,TRAIN_4300_p_131897842138855470L,p,train
10417,VALID_434_f_131897793580186756L,f,test
10418,TRAIN_3760_f_131897840955462272L,f,train
10419,VALID_1263_a_131897805094770089L,a,test
10420,TRAIN_5470_f_131897860275217995L,f,train
10421,VALID_5670_b_131897863341786858L,b,test
10422,VALID_4014_b_131897837654858352L,b,test
10423,VALID_3777_a_131897833939766056L,a,test
10424,VALID_3943_a_131897836559053492L,a,test
10425,TRAIN_5888_p_131897866723921373L,p,train
10426,VALID_141_b_131897778890422157L,b,test
10427,TRAIN_1729_a_131897802657243997L,a,train
10428,VALID_4662_b_131897847755701254L,b,test
10429,TRAIN_2989_b_131897829869687281L,b,train
10430,TRAIN_5667_a_131897868628085794L,a,train
10431,TRAIN_817_a_131897788893899340L,a,train
10432,VALID_2085_f_131897808086357990L,f,test
10433,VALID_4909_f_131897857583692214L,f,test
10434,TRAIN_5860_b_131897871435087258L,b,train
10435,VALID_1631_p_131897801213546820L,p,test
10436,TRAIN_3055_b_131897822892307567L,b,train
10437,TRAIN_4190_f_131897840443006157L,f,train
10438,VALID_5140_a_131897860964308445L,a,test
10439,TRAIN_3334_b_131897834813391291L,b,train
10440,TRAIN_4177_p_131897840244228487L,p,train
10441,TRAIN_2223_f_131897818803356420L,f,train
10442,TRAIN_5625_f_131897868025247620L,f,train
10443,TRAIN_4022_f_131897844693909936L,f,train
10444,TRAIN_3537_a_131897830232069900L,a,train
10445,TRAIN_2728_f_131897826126371888L,f,train
10446,TRAIN_4948_f_131897852176888382L,f,train
10447,VALID_3251_p_131897833638175102L,p,test
10448,VALID_1120_p_131897803079052890L,p,test
10449,TEST_3737_p_131897840620767531L,p,valid
10450,VALID_4080_b_131897845516916201L,b,test
10451,VALID_2101_p_131897808338911443L,p,test
10452,TRAIN_3064_p_131897830945523192L,p,train
10453,VALID_5861_b_131897871450401088L,b,test
10454,TEST_2379_f_131897821086735066L,f,valid
10455,TRAIN_5676_f_131897863432506024L,f,train
10456,VALID_4090_p_131897845659422161L,p,test
10457,TRAIN_3062_f_131897830917709372L,f,train
10458,TRAIN_3411_f_131897828281656290L,f,train
10459,VALID_4795_b_131897849834475592L,b,test
10460,TRAIN_2914_p_131897828763534783L,p,train
10461,TRAIN_1117_p_131897793272328650L,p,train
10462,VALID_4620_f_131897853360070588L,f,test
10463,TRAIN_5674_f_131897863402022662L,f,train
10464,TRAIN_942_f_131897800556283637L,f,train
10465,TRAIN_3087_p_131897823374838102L,p,train
10466,TRAIN_3071_b_131897831049434161L,b,train
10467,TRAIN_664_b_131897796720484130L,b,train
10468,TRAIN_1564_b_131897800165933355L,b,train
10469,TRAIN_5785_p_131897865116394627L,p,train
10470,TRAIN_2992_a_131897821903204653L,a,train
10471,VALID_4936_a_131897857978709791L,a,test
10472,TRAIN_4571_b_131897846330123511L,b,train
10473,TRAIN_18_f_131897788048676987L,f,train
10474,TRAIN_472_b_131897794097244611L,b,train
10475,VALID_2406_a_131897812973742182L,a,test
10476,VALID_1586_a_131897800506479087L,a,test
10477,TRAIN_4183_a_131897847022135622L,a,train
10478,TRAIN_653_f_131897786447363296L,f,train
10479,TRAIN_5130_f_131897854996646382L,f,train
10480,TRAIN_274_a_131897780826795335L,a,train
10481,TRAIN_3445_p_131897828801413573L,p,train
10482,TRAIN_1196_f_131897804148475978L,f,train
10483,TRAIN_1981_b_131897806543974518L,b,train
10484,TRAIN_5185_f_131897861613086564L,f,train
10485,TRAIN_1230_p_131897794951199828L,p,train
10486,TRAIN_5886_b_131897871804166974L,b,train
10487,TRAIN_2980_b_131897821708737650L,b,train
10488,TRAIN_5172_b_131897861419328547L,b,train
10489,TRAIN_5505_p_131897860838292893L,p,train
10490,TRAIN_914_a_131897790312439222L,a,train
10491,VALID_5215_f_131897856339461390L,f,test
10492,TRAIN_3771_p_131897841119220664L,p,train
10493,VALID_226_p_131897780103971003L,p,test
10494,TRAIN_3430_f_131897828566539212L,f,train
10495,TRAIN_600_b_131897795831851018L,b,train
10496,TRAIN_1953_b_131897814932088891L,b,train
10497,TRAIN_3292_b_131897826479045669L,b,train
10498,TRAIN_5805_a_131897865424086496L,a,train
10499,VALID_5374_f_131897858815199116L,f,test
10500,TEST_2700_a_131897825720727628L,a,valid
10501,TEST_2257_f_131897810704987308L,f,valid
10502,TRAIN_5975_f_131897873076098995L,f,train
10503,TRAIN_855_a_131897799333882857L,a,train
10504,TEST_2162_f_131897817895034069L,f,valid
10505,TRAIN_3596_p_131897831149461882L,p,train
10506,TRAIN_4579_p_131897846465991179L,p,train
10507,TRAIN_5181_b_131897855796483208L,b,train
10508,TRAIN_3481_f_131897829371996940L,f,train
10509,TRAIN_3658_p_131897839457185777L,p,train
10510,TRAIN_3836_f_131897842040200453L,f,train
10511,TRAIN_3841_a_131897842109109434L,a,train
10512,TRAIN_4926_p_131897857834796225L,p,train
10513,TRAIN_2276_f_131897810990485722L,f,train
10514,VALID_5132_a_131897855027498756L,a,test
10515,TRAIN_2015_b_131897807054314517L,b,train
10516,TRAIN_5331_a_131897858171043637L,a,train
10517,TRAIN_2293_f_131897811250240230L,f,train
10518,VALID_659_p_131897796648292936L,p,test
10519,TRAIN_5330_p_131897863799279498L,p,train
10520,TRAIN_1571_f_131897800272820184L,f,train
10521,TRAIN_3061_f_131897822981453524L,f,train
10522,TRAIN_1371_f_131897797205866331L,f,train
10523,TRAIN_4653_b_131897847625662641L,b,train
10524,TEST_5161_f_131897855478195451L,f,valid
10525,VALID_229_b_131897780148071402L,b,test
10526,VALID_653_p_131897796562976502L,p,test
10527,TRAIN_3105_b_131897823653774062L,b,train
10528,TRAIN_4642_p_131897847456571750L,p,train
10529,TRAIN_4066_p_131897838492438201L,p,train
10530,TRAIN_4672_b_131897847915103062L,b,train
10531,VALID_3679_p_131897832418705104L,p,test
10532,TRAIN_312_b_131897781385251206L,b,train
10533,TRAIN_1734_a_131897802738871521L,a,train
10534,TRAIN_841_p_131897799145436875L,p,train
10535,TEST_5353_f_131897864127732468L,f,valid
10536,TRAIN_1099_f_131897793004744560L,f,train
10537,TRAIN_4844_f_131897850595451011L,f,train
10538,TRAIN_329_b_131897792141841219L,b,train
10539,TRAIN_5868_a_131897866417036665L,a,train
10540,TEST_3023_b_131897822378741223L,b,valid
10541,TRAIN_3638_a_131897831800154291L,a,train
10542,TRAIN_1876_a_131897813847354393L,a,train
10543,VALID_3810_b_131897841679244955L,b,test
10544,VALID_5331_p_131897863813342013L,p,test
10545,TRAIN_1215_p_131897794714062178L,p,train
10546,TRAIN_2495_p_131897822758376154L,p,train
10547,TRAIN_4793_f_131897849799445914L,f,train
10548,TRAIN_1310_p_131897805762299921L,p,train
10549,VALID_4411_b_131897850335092262L,b,test
10550,TRAIN_5756_b_131897864660399328L,b,train
10551,VALID_1899_f_131897814182056221L,f,test
10552,TRAIN_5604_f_131897862353331091L,f,train
10553,TRAIN_1258_f_131897795396750096L,f,train
10554,TRAIN_829_p_131897789073580600L,p,train
10555,TEST_5906_b_131897872081368432L,b,valid
10556,TRAIN_5808_f_131897870678489289L,f,train
10557,VALID_3265_a_131897826080018730L,a,test
10558,TRAIN_5630_f_131897862753563781L,f,train
10559,VALID_942_p_131897790719270360L,p,test
10560,TEST_4649_p_131897853779620707L,p,valid
10561,VALID_4107_p_131897845902244551L,p,test
10562,TRAIN_1080_f_131897802504495182L,f,train
10563,VALID_5109_b_131897860514446620L,b,test
10564,TEST_673_p_131897786757496526L,p,valid
10565,TRAIN_2591_a_131897815801054374L,a,train
10566,VALID_3653_a_131897839374683304L,a,test
10567,TRAIN_5811_b_131897865521146304L,b,train
10568,TRAIN_5321_p_131897858016208555L,p,train
10569,TRAIN_2385_f_131897812658091547L,f,train
10570,TEST_235_p_131897790882877877L,p,valid
10571,TRAIN_147_f_131897789718592035L,f,train
10572,TRAIN_5346_p_131897864030227654L,p,train
10573,TRAIN_849_p_131897799254348023L,p,train
10574,TRAIN_1657_b_131897810787371017L,b,train
10575,TRAIN_2231_p_131897810310667320L,p,train
10576,TEST_3751_f_131897840826623445L,f,valid
10577,TRAIN_5998_b_131897873423620294L,b,train
10578,TRAIN_104_b_131897789148411781L,b,train
10579,VALID_1738_p_131897802805811288L,p,test
10580,VALID_493_a_131897784110765954L,a,test
10581,TRAIN_2338_f_131897820496708623L,f,train
10582,VALID_1699_a_131897802212698832L,a,test
10583,TRAIN_5772_f_131897870140496786L,f,train
10584,TRAIN_522_b_131897794777116013L,b,train
10585,TRAIN_2638_a_131897816506501862L,a,train
10586,TRAIN_4065_f_131897838477887404L,f,train
10587,TRAIN_5750_p_131897864558423340L,p,train
10588,TRAIN_20_b_131897777230790678L,b,train
10589,TRAIN_1487_a_131897808335850907L,a,train
10590,VALID_3926_a_131897836287848017L,a,test
10591,VALID_311_f_131897791902765828L,f,test
10592,TRAIN_1127_f_131897793413339212L,f,train
10593,TRAIN_1970_p_131897806373583749L,p,train
10594,TRAIN_3250_a_131897833625831010L,a,train
10595,TRAIN_4575_a_131897852716290057L,a,train
10596,VALID_5387_b_131897864615252934L,b,test
10597,VALID_1249_b_131897795251619443L,b,test
10598,TRAIN_4482_p_131897851358419752L,p,train
10599,VALID_5388_b_131897864628379219L,b,test
10600,TRAIN_851_b_131897799283100049L,b,train
10601,TRAIN_1502_b_131897808571018380L,b,train
10602,TRAIN_4462_a_131897851061533304L,a,train
10603,TRAIN_1728_a_131897811777260771L,a,train
10604,TRAIN_4087_f_131897838810503995L,f,train
10605,TRAIN_5619_p_131897862587973130L,p,train
10606,TEST_3626_b_131897831607140408L,b,valid
10607,VALID_3381_a_131897827817702709L,a,test
10608,TRAIN_85_f_131897778092802492L,f,train
10609,TRAIN_3259_b_131897825983369366L,b,train
10610,TRAIN_807_p_131897788750748179L,p,train
10611,TRAIN_441_a_131897783304975756L,a,train
10612,TRAIN_514_p_131897794668674481L,p,train
10613,TEST_5812_p_131897865536940418L,p,valid
10614,TRAIN_1107_b_131897793117001633L,b,train
10615,VALID_3689_f_131897832578847645L,f,test
10616,TRAIN_1942_a_131897805947099858L,a,train
10617,TRAIN_2922_p_131897828877447046L,p,train
10618,VALID_1683_p_131897801982255392L,p,test
10619,VALID_4665_a_131897854006506761L,a,test
10620,VALID_3246_p_131897825785228678L,p,test
10621,TRAIN_4630_a_131897847267913997L,a,train
10622,TRAIN_5224_p_131897862210457294L,p,train
10623,TRAIN_806_f_131897788734764446L,f,train
10624,TRAIN_3158_f_131897824450793257L,f,train
10625,TRAIN_1192_p_131897804096598704L,p,train
10626,VALID_4829_b_131897850369612305L,b,test
10627,TRAIN_5939_a_131897867515085134L,a,train
10628,TRAIN_3272_b_131897826183783969L,b,train
10629,TRAIN_3071_f_131897823140664888L,f,train
10630,TRAIN_496_a_131897794426322462L,a,train
10631,TRAIN_5065_b_131897859875825519L,b,train
10632,VALID_5401_p_131897864812760708L,p,test
10633,TRAIN_2402_p_131897821435970710L,p,train
10634,VALID_4278_f_131897841806636623L,f,test
10635,TRAIN_2061_p_131897807727089248L,p,train
10636,TRAIN_216_b_131897790629115359L,b,train
10637,TRAIN_5221_f_131897856432929331L,f,train
10638,TRAIN_3653_b_131897832022681796L,b,train
10639,TRAIN_1195_f_131897804137225301L,f,train
10640,TEST_3941_p_131897836524277255L,p,valid
10641,TRAIN_1183_p_131897803970969373L,p,train
10642,TRAIN_5073_f_131897854112633759L,f,train
10643,TRAIN_5667_f_131897863303178709L,f,train
10644,TRAIN_4683_p_131897854276832734L,p,train
10645,TRAIN_4637_p_131897853607425709L,p,train
10646,TRAIN_5743_p_131897864448340947L,p,train
10647,TRAIN_857_f_131897789477773143L,f,train
10648,TRAIN_2676_p_131897825373833987L,p,train
10649,TRAIN_3089_p_131897831305076048L,p,train
10650,VALID_767_f_131897798113358213L,f,test
10651,VALID_5263_a_131897862800327600L,a,test
10652,TRAIN_5081_p_131897860113805235L,p,train
10653,TRAIN_4449_a_131897844448654829L,a,train
10654,TRAIN_3139_a_131897832011059896L,a,train
10655,VALID_2232_b_131897810322932451L,b,test
10656,VALID_797_p_131897798539784382L,p,test
10657,TRAIN_458_b_131897783578287418L,b,train
10658,TEST_4840_a_131897856581616902L,a,valid
10659,VALID_2303_p_131897819996688224L,p,test
10660,TRAIN_4678_f_131897854200891072L,f,train
10661,TRAIN_1715_f_131897811596002257L,f,train
10662,TRAIN_317_f_131897791976830647L,f,train
10663,TRAIN_5062_p_131897853943252790L,p,train
10664,TRAIN_5290_a_131897857515065669L,a,train
10665,VALID_4827_p_131897856385515053L,p,test
10666,TRAIN_5416_a_131897859438730181L,a,train
10667,TRAIN_2964_a_131897829499823179L,a,train
10668,VALID_3776_f_131897841195943397L,f,test
10669,VALID_3335_f_131897827113314389L,f,test
10670,TRAIN_1516_b_131897808766026918L,b,train
10671,TRAIN_2514_a_131897814628176396L,a,train
10672,TRAIN_4228_a_131897847688257728L,a,train
10673,TRAIN_2762_p_131897818425482019L,p,train
10674,TRAIN_338_p_131897792261689701L,p,train
10675,TRAIN_4115_f_131897846017875593L,f,train
10676,TRAIN_106_b_131897778385250046L,b,train
10677,TRAIN_3784_f_131897841308135613L,f,train
10678,TRAIN_794_f_131897798492907502L,f,train
10679,TRAIN_2775_a_131897818640999613L,a,train
10680,TRAIN_4137_a_131897839603588701L,a,train
10681,TRAIN_3202_f_131897825120902456L,f,train
10682,TRAIN_522_a_131897784528380266L,a,train
10683,VALID_2567_b_131897823790310140L,b,test
10684,TRAIN_5511_f_131897860933921973L,f,train
10685,VALID_678_f_131897796909085765L,f,test
10686,TRAIN_253_a_131897791116637019L,a,train
10687,TRAIN_4293_p_131897842035561993L,p,train
10688,TRAIN_2628_p_131897824684578397L,p,train
10689,TRAIN_3883_p_131897835624417341L,p,train
10690,TRAIN_5770_f_131897864874148874L,f,train
10691,TRAIN_3116_b_131897831690106979L,b,train
10692,TRAIN_1931_a_131897805766660280L,a,train
10693,VALID_3830_b_131897841957851975L,b,test
10694,TRAIN_1028_a_131897801759615241L,a,train
10695,VALID_2749_p_131897826400916429L,p,test
10696,TRAIN_2511_p_131897814582841867L,p,train
10697,TRAIN_5835_b_131897865890527072L,b,train
10698,TRAIN_249_f_131897791060228749L,f,train
10699,TRAIN_1280_b_131897805326185835L,b,train
10700,TRAIN_3762_p_131897833700520157L,p,train
10701,TRAIN_395_a_131897793051415243L,a,train
10702,TRAIN_5802_a_131897870599736034L,a,train
10703,TRAIN_504_p_131897784266492407L,p,train
10704,TRAIN_5673_p_131897868711682154L,p,train
10705,TRAIN_1071_f_131897802380426434L,f,train
10706,TRAIN_2633_b_131897824763646013L,b,train
10707,VALID_109_f_131897778426709085L,f,test
10708,TRAIN_2865_f_131897828074592881L,f,train
10709,TRAIN_4560_a_131897852497999992L,a,train
10710,TRAIN_5865_b_131897871504309403L,b,train
10711,TRAIN_156_f_131897789844066974L,f,train
10712,TRAIN_4764_f_131897849345479934L,f,train
10713,TRAIN_2230_a_131897810296944434L,a,train
10714,TRAIN_796_p_131897788582574623L,p,train
10715,TRAIN_3969_p_131897836948285333L,p,train
10716,TEST_5187_a_131897861642774675L,a,valid
10717,TRAIN_5409_p_131897859333023303L,p,train
10718,TRAIN_430_a_131897783137531982L,a,train
10719,TRAIN_5592_b_131897862170936199L,b,train
10720,TRAIN_1489_p_131897808364915823L,p,train
10721,TRAIN_2431_f_131897821857395608L,f,train
10722,VALID_1954_a_131897814944432855L,a,test
10723,TRAIN_2764_b_131897818457714721L,b,train
10724,TRAIN_5141_a_131897860978997460L,a,train
10725,TRAIN_3052_p_131897830775827149L,p,train
10726,TRAIN_4951_b_131897858208250162L,b,train
10727,VALID_4106_a_131897845888650740L,a,test
10728,VALID_2524_b_131897823170435195L,b,test
10729,TRAIN_3699_p_131897832734076139L,p,train
10730,TRAIN_791_f_131897788510552797L,f,train
10731,TRAIN_5694_a_131897863711210967L,a,train
10732,TRAIN_1108_b_131897793130695679L,b,train
10733,VALID_3431_a_131897828581799007L,a,test
10734,VALID_4081_p_131897845531447277L,p,test
10735,TRAIN_2094_f_131897808224420965L,f,train
10736,TRAIN_1368_f_131897797160279688L,f,train
10737,VALID_2217_f_131897810101807227L,f,test
10738,VALID_515_p_131897784428347305L,p,test
10739,TRAIN_873_f_131897799585457964L,f,train
10740,TRAIN_4308_f_131897842258545286L,f,train
10741,VALID_1594_b_131897800634621569L,b,test
10742,TRAIN_5206_b_131897861928724531L,b,train
10743,TEST_2798_p_131897827108608425L,p,valid
10744,TRAIN_2037_f_131897807380944215L,f,train
10745,TEST_5575_a_131897867320841738L,a,valid
10746,TRAIN_3303_f_131897826644099543L,f,train
10747,TRAIN_35_f_131897777426194984L,f,train
10748,VALID_199_b_131897790403168277L,b,test
10749,VALID_4796_p_131897849850492919L,p,test
10750,TRAIN_2462_a_131897822288822455L,a,train
10751,TEST_802_b_131897798611819006L,b,valid
10752,VALID_4298_b_131897842109395462L,b,test
10753,VALID_4357_a_131897843020720881L,a,test
10754,VALID_3896_a_131897842889612128L,a,test
10755,TRAIN_1210_a_131897804344266871L,a,train
10756,TRAIN_2720_a_131897817744792734L,a,train
10757,VALID_4283_a_131897848485949245L,a,test
10758,TRAIN_2924_p_131897828906354710L,p,train
10759,TRAIN_5922_a_131897872310598542L,a,train
10760,TRAIN_5977_p_131897868120878429L,p,train
10761,TRAIN_366_f_131897792648584813L,f,train
10762,TRAIN_443_f_131897793698163154L,f,train
10763,TRAIN_5278_p_131897857324663343L,p,train
10764,TRAIN_90_f_131897778153900762L,f,train
10765,TEST_3222_a_131897825431547919L,a,valid
10766,VALID_3694_f_131897839980023107L,f,test
10767,TRAIN_650_p_131897786404430281L,p,train
10768,VALID_2915_a_131897820741498605L,a,test
10769,TRAIN_5799_a_131897870551139209L,a,train
10770,VALID_1193_f_131897804109099008L,f,test
10771,TRAIN_4152_p_131897839844831421L,p,train
10772,TRAIN_5229_b_131897862288273340L,b,train
10773,VALID_1986_f_131897806616035920L,f,test
10774,TRAIN_155_p_131897779086024821L,p,train
10775,TRAIN_5578_b_131897867362561369L,b,train
10776,TRAIN_5496_b_131897866207666376L,b,train
10777,TRAIN_1985_a_131897815383983148L,a,train
10778,TRAIN_1452_f_131897798457726690L,f,train
10779,TRAIN_3621_a_131897831526482301L,a,train
10780,TRAIN_619_b_131897796090455170L,b,train
10781,TRAIN_820_b_131897788939064744L,b,train
10782,TRAIN_5831_p_131897865826542168L,p,train
10783,TRAIN_4580_f_131897846481436787L,f,train
10784,TRAIN_4941_a_131897852067970388L,a,train
10785,TRAIN_2831_b_131897819493183308L,b,train
10786,VALID_543_b_131897795053222387L,b,test
10787,VALID_5225_a_131897862225926012L,a,test
10788,VALID_5917_f_131897867174637276L,f,test
10789,TRAIN_5932_p_131897872447166399L,p,train
10790,TRAIN_3644_f_131897831891580627L,f,train
10791,TRAIN_1880_f_131897813902982435L,f,train
10792,TRAIN_4889_a_131897851251452491L,a,train
10793,TRAIN_2547_f_131897823504828422L,f,train
10794,VALID_1241_b_131897804783660978L,b,test
10795,TRAIN_4602_f_131897853103184331L,f,train
10796,TRAIN_5884_a_131897871777604229L,a,train
10797,TRAIN_3418_p_131897828385288981L,p,train
10798,VALID_2454_a_131897822176941683L,a,test
10799,TRAIN_2430_a_131897821842551568L,a,train
10800,TRAIN_273_b_131897791388054467L,b,train
10801,TRAIN_5361_a_131897858632997967L,a,train
10802,TRAIN_5438_a_131897865361534103L,a,train
10803,TRAIN_597_b_131897795789036168L,b,train
10804,TRAIN_3541_b_131897837729140730L,b,train
10805,TRAIN_5860_a_131897866294790555L,a,train
10806,TRAIN_2213_b_131897818653349340L,b,train
10807,TRAIN_1805_f_131897812863871983L,f,train
10808,TRAIN_4846_p_131897850621421683L,p,train
10809,TRAIN_87_a_131897778116515308L,a,train
10810,TRAIN_4985_f_131897858708582113L,f,train
10811,TRAIN_4619_p_131897847089271629L,p,train
10812,TRAIN_1418_p_131897807323462581L,p,train
10813,VALID_1247_a_131897795224010899L,a,test
10814,TRAIN_5232_p_131897856598713871L,p,train
10815,TRAIN_5824_b_131897870910373733L,b,train
10816,TRAIN_1572_f_131897800285605991L,f,train
10817,TRAIN_2061_a_131897816446841877L,a,train
10818,TRAIN_72_p_131897777924394859L,p,train
10819,TRAIN_3110_p_131897823723234915L,p,train
10820,TRAIN_2272_a_131897810925481854L,a,train
10821,TRAIN_2714_a_131897825926361821L,a,train
10822,TEST_2871_f_131897820087541841L,f,valid
10823,VALID_926_b_131897800316273977L,b,test
10824,TRAIN_378_p_131897782336586624L,p,train
10825,VALID_2411_p_131897813054525768L,p,test
10826,TRAIN_1658_a_131897810801903847L,a,train
10827,TRAIN_3876_p_131897835498187194L,p,train
10828,TRAIN_398_b_131897793095323173L,b,train
